question,expected_answer,generated_answer,expected_guideline,generated_guideline,guideline_match,answer_correct
What chemotherapy regimen is recommended for stage III-IVA nasopharyngeal carcinoma (NPC) during induction?,"Platinum-based regimens such as GP (gemcitabine and cisplatin) or TPF (docetaxel, cisplatin, 5-fluorouracil) every 3 weeks for 2-3 cycles.","Based on the provided information from the guidelines, I can provide a comprehensive answer about recommended chemotherapy regimens for stage III-IVA NPC during induction.

The guidelines strongly recommend two primary platinum-based induction regimens:

1. GP (Gemcitabine + Cisplatin):
- Gemcitabine 1,000 mg/m² (days 1 and 8)
- Cisplatin 80 mg/m² (day 1)

2. TPF (Taxane + Cisplatin + 5-FU):
- Docetaxel 60-75 mg/m² (day 1)
- Cisplatin 60-75 mg/m² (day 1)
- 5-fluorouracil 600-750 mg/m² per day (continuous IV infusion, days 1-5)

Additionally, three alternative acceptable regimens are:
- PF (Cisplatin + 5-FU)
- PX (Cisplatin + Capecitabine)
- TP (Taxane + Cisplatin)

Treatment administration should be:
- Every 3 weeks
- Total of 3 cycles (minimum 2 cycles)
- Followed by chemoradiotherapy within 21-28 days from the start of the last induction cycle

TERMINATE",headneck_cancer_4,headneck_cancer_4,TRUE,YES
What radiotherapy technique is preferred for stage II-IVA nasopharyngeal carcinoma?,Intensity-modulated radiotherapy (IMRT) with daily image guidance is strongly recommended.,"Based on the comprehensive information provided, I can give a clear answer about the preferred radiotherapy technique for stage II-IVA nasopharyngeal carcinoma:

IMRT (Intensity-Modulated Radiotherapy) with daily image guidance is the preferred radiotherapy technique for stage II-IVA nasopharyngeal carcinoma. This recommendation is based on high-quality evidence showing that IMRT:
- Reduces toxicity (including neurotoxicity, xerostomia, trismus, and dysphagia)
- Enhances disease control and survival compared to 2D/3D radiotherapy
- Should be delivered with a prescribed dose of 70 Gy in 33-35 fractions over 7 weeks

The importance of IMRT is so significant that if it's not available at a facility, patients should be transferred to institutions where IMRT can be implemented. TERMINATE",headneck_cancer_4,headneck_cancer_4,TRUE,YES
What is the role of adjuvant chemotherapy for T3N0 nasopharyngeal carcinoma patients?,"Adjuvant chemotherapy may be offered, typically using a PF regimen.","Based on the provided information, I can formulate a clear answer about the role of adjuvant chemotherapy in T3N0 nasopharyngeal carcinoma:

Adjuvant chemotherapy plays an optional rather than mandatory role in T3N0 nasopharyngeal carcinoma patients. The key points are:

1. The primary treatment should be concurrent chemoradiotherapy.

2. Adjuvant chemotherapy may be offered but is not mandatory because:
- T3N0 patients have a relatively lower risk of treatment failure compared to other locally advanced cases
- This specific subgroup was excluded from several key randomized controlled trials
- There is limited dedicated trial data for this patient population

3. If adjuvant chemotherapy is chosen, the recommended regimens are:
- PF regimen: cisplatin plus 5-fluorouracil every 4 weeks for 3 cycles
- For cisplatin-unsuitable patients: carboplatin (AUC 5) with 5-fluorouracil
- Non-platinum regimens should be avoided outside clinical trials

4. The decision to use adjuvant chemotherapy should be individualized based on patient-specific factors and requires a thorough discussion of potential benefits and risks with the patient.

TERMINATE",headneck_cancer_4,headneck_cancer_4,TRUE,YES
What is the schedule of radiation recommended for radiotherapy in nasopharyngeal carcinoma?,A dose of 70 Gy in 33-35 fractions (2.0-2.12 Gy per fraction) over 7 weeks is recommended.,"Based on the provided information, I can give you a clear answer regarding the recommended radiation schedule for nasopharyngeal carcinoma:

The standard radiation therapy schedule consists of:
- Total dose: 70 Gy
- Fractionation: 2.0-2.12 Gy per fraction
- Frequency: Once daily, 5 fractions per week
- Duration: 7 weeks total (33-35 fractions)

Special considerations include:
1. Boost options:
   - Additional 2-4 Gy in 1-2 fractions for residual tumors detected by MRI
   - Reduced dose of 66-68 Gy may be considered for small primary tumors with good response

2. Technical requirements:
   - IMRT with daily image guidance is mandatory
   - MRI fusion with CT is required for target delineation
   - Both sequential boost and simultaneous integrated boost techniques are acceptable

The schedule should be maintained as specified, avoiding larger fraction sizes, particularly when combined with chemotherapy, to prevent late toxicity. TERMINATE",headneck_cancer_4,headneck_cancer_4,TRUE,YES
What are the treatment options for MET exon 14 skipping mutation-positive NSCLC?,Capmatinib or tepotinib are recommended.,"Based on the review of the pdf_viewer output, I can provide a clear summary of the treatment options for MET exon 14 skipping mutation-positive NSCLC:

Treatment options are divided into first-line and second-line therapy:

First-Line Treatment:
1. Primary option: Capmatinib or tepotinib are the preferred treatments
2. Alternative option: If these MET-targeted therapies are not available, standard first-line therapy following nondriver alteration guidelines may be used

Second-Line Treatment:
1. For patients who haven't received MET-targeted therapy: Capmatinib or tepotinib may be offered
2. For patients previously treated with MET-targeted therapy: Standard therapy following the nondriver alteration guideline should be offered

It's important to note that:
- All these recommendations are supported by low-quality evidence but carry strong recommendations where specified
- Treatment decisions should be individualized based on patient factors
- These recommendations come from the current ASCO Living Guideline for Stage IV NSCLC With Driver Alterations

TERMINATE",lung_cancer_3,lung_cancer_1,FALSE,NO
What is the guideline for first-line treatment in EGFR exon 20 insertion NSCLC?,Chemotherapy combined with amivantamab,"Based on the pdf viewer's output, I can provide a clear answer regarding the first-line treatment guidelines for EGFR exon 20 insertion NSCLC:

The first-line treatment guidelines recommend two sequential options:

Primary Option:
- Chemotherapy plus amivantamab (Strong recommendation, Moderate evidence quality)

If amivantamab is not available:
- Standard treatment following the nondriver alteration guideline (Strong recommendation, Moderate evidence quality)

Important note: Single-agent immune checkpoint inhibitors should NOT be offered as first-line therapy for any EGFR alterations, including exon 20 insertions.

TERMINATE",lung_cancer_3,lung_cancer_1,FALSE,YES
What is the recommended first-line treatment for stage IV NSCLC with EGFR exon 19 deletion mutation?,Osimertinib is recommended as the first-line treatment,"Based on the detailed information provided, I can formulate a clear answer:

For stage IV NSCLC with EGFR exon 19 deletion mutation, the primary first-line treatment recommendation is osimertinib as a monotherapy (strong recommendation, moderate quality evidence). 

Alternative options that may be considered include:
- Osimertinib combined with platinum doublet chemotherapy, or
- Amivantamab plus lazertinib

The choice between these options should be individualized, taking into account:
1. Patient preferences
2. Individual clinical factors
3. Different toxicity profiles of each regimen
4. The fact that the impact on overall survival and sequential therapies is still unknown

It's worth noting that while amivantamab plus lazertinib showed longer progression-free survival compared to osimertinib (23.7 vs 16.6 months), it also demonstrated significantly higher toxicity (75% vs 43% grade ≥3 adverse events). TERMINATE",lung_cancer_1,lung_cancer_1,TRUE,YES
How should patients with stage IV NSCLC and EGFR mutation progress after osimertinib treatment?,"Platinum-based chemotherapy, with or without amivantamab","Based on the pdf_viewer's output, I can provide a clear answer regarding progression after osimertinib treatment in stage IV NSCLC patients with EGFR mutation:

The recommended treatment approach is:

1. Primary Recommendation:
- Platinum-based chemotherapy with or without amivantamab is the main treatment option (Strong recommendation, moderate evidence quality)
- For adenocarcinoma patients, chemotherapy plus bevacizumab can be considered if bevacizumab is deemed safe

2. Important Restrictions:
- Anti-PD-(L)1 agents (immunotherapy), with or without platinum chemotherapy, are specifically NOT recommended (Strong recommendation, high evidence quality)

3. Supporting Evidence from MARIPOSA-2 study shows:
- Addition of amivantamab to chemotherapy improved progression-free survival (6.3 vs 4.2 months)
- Higher overall response rate with amivantamab combinations (64% vs 36%)

4. Treatment Considerations:
- Decision to add amivantamab should be individualized
- Careful evaluation of potential benefits versus additional adverse effects is necessary
- Patient-specific factors should guide therapy selection

TERMINATE",lung_cancer_1,lung_cancer_1,TRUE,YES
What is the first line treatment for stage IV NSCLC with ROS1 fusion mutation?,"First-line treatment includes repotrectinib, entrectinib, or crizotinib.","Based on the provided information, I can provide a clear answer regarding first-line treatment for stage IV NSCLC with ROS1 fusion mutation:

The first-line treatment options for stage IV NSCLC with ROS1 fusion mutation are:
- Crizotinib
- Entrectinib
- Repotrectinib

This is a strong recommendation based on moderate quality evidence. If these first-line options are not available or cannot be tolerated, ceritinib or lorlatinib may be considered as alternative options. TERMINATE",lung_cancer_1,lung_cancer_1,TRUE,YES
What is the benefit of amivantamab plus lazertinib over osmiertinib alone in untreated EGFR mutation-positive stage IV NSCLC?,Amivantamab plus lazertinib showed a median PFS of 23.7 months compared to 16.6 months with osimertinib alone.,"Based on the provided information, I can provide a clear answer about the benefit of amivantamab plus lazertinib over osimertinib alone:

The primary benefit of amivantamab plus lazertinib over osimertinib alone is an improved progression-free survival (PFS) of 23.7 months compared to 16.6 months with osimertinib (hazard ratio: 0.70, P < .001). However, this benefit comes with important considerations:

1. Higher Toxicity: The combination therapy has significantly more side effects, with Grade ≥3 treatment-related adverse events occurring in 75% of patients compared to 43% with osimertinib alone.

2. Unknown Overall Survival: The overall survival benefit remains uncertain as the data is still premature.

3. Patient-Specific Benefits: The combination therapy may be particularly beneficial for specific patient subgroups, including those with:
- Higher disease burden
- CNS metastases
- Higher risk disease (such as comutations or liver metastases)

Due to these factors, while the PFS benefit is clear, the choice between these treatments should be individualized based on patient factors, preferences, and tolerance for increased toxicity. TERMINATE",lung_cancer_1,lung_cancer_1,TRUE,YES
Should anti-PD-L1 be used for second-line therapy for EGFR mutation-positive NSCLC without targetable alterations?,Anti-PD-(L)1 agents are not recommended,"Based on the provided evidence, I can give a clear answer:

No, anti-PD-L1 therapy should not be used for second-line therapy in EGFR mutation-positive NSCLC without targetable alterations. This recommendation is supported by high-quality evidence and has a strong strength of recommendation.

This conclusion is based on two major clinical trials (CheckMate 722 and KEYNOTE-789) that showed no significant benefits in either progression-free survival or overall survival when using immunotherapy in this setting.

Instead, the recommended second-line treatment options are:
1. Platinum-based chemotherapy with or without amivantamab
2. For adenocarcinoma patients, chemotherapy plus bevacizumab (if amivantamab plus chemotherapy is not pursued)

TERMINATE",lung_cancer_1,lung_cancer_1,TRUE,YES
How should osimertinib be administered with chemotherapy for advanced EGFR-mutated NSCLC?,Osimertinib plus platinum-based chemotherapy with maintenance pemetrexed is recommended for certain patients.,"Based on the review of the pdf_viewer's response, I can provide a clear answer about osimertinib administration with chemotherapy:

Osimertinib with platinum doublet chemotherapy is one possible first-line treatment option for patients with EGFR-mutated NSCLC (specifically those with exon 19 deletion or exon 21 L858R substitution mutations). However, this decision should be individualized based on several key factors:

1. Patient-specific considerations:
- Disease burden
- Presence of CNS metastases
- Higher risk features (comutations or liver metastases)
- Ability to tolerate intensified therapy
- Quality of life concerns

Important limitations to consider:
- The combination has higher toxicity compared to single-agent treatment
- Overall survival benefit is currently unknown
- No specific data available for patients with prior adjuvant TKI therapy

The guidelines do not provide specific dosing or timing protocols for the combination therapy. Healthcare providers should refer to clinical trial protocols and prescribing information for detailed administration guidance.

It's worth noting that this is a weak recommendation with moderate quality evidence, emphasizing the importance of careful patient selection and shared decision-making when choosing this treatment approach. TERMINATE",lung_cancer_1,lung_cancer_1,TRUE,YES
What is the treatment recommendation for ROS1-positive NSCLC after progression on crizotinib?,Patients may be offered lorlatinib as a second-line treatment.,"Based on the provided information, I can give you a clear answer about the treatment recommendations for ROS1-positive NSCLC after progression on crizotinib:

The treatment recommendations follow a two-step approach:

1. First Option: Repotrectinib
- This is recommended for patients who have progressed after treatment with crizotinib (or other ROS1 inhibitors like entrectinib, lorlatinib, or ceritinib)
- This is a strong recommendation supported by moderate quality evidence

2. Second Option: Platinum-based chemotherapy
- This is recommended for patients who have received and progressed on multiple ROS1 inhibitors
- Treatment should follow the nondriver alteration guideline
- This is a strong recommendation, though based on low quality evidence

TERMINATE",lung_cancer_1,lung_cancer_1,TRUE,NO
What is the efficacy of atezolizumab plus bevacizumab and chemotherapy in EGFR-mutated NSCLC?,"In the ATTLAS trial, this combination showed a median PFS of 8.48 months compared to 5.62 months with chemotherapy alone.","Based on the pdf_viewer's response, I can provide a clear answer:

The ASCO guideline does not provide specific data on the efficacy of atezolizumab plus bevacizumab and chemotherapy in EGFR-mutated NSCLC. In fact, the guideline explicitly recommends against using anti-PD-(L)1 agents (such as atezolizumab) with or without platinum chemotherapy in EGFR TKI-resistant disease. While bevacizumab with chemotherapy is mentioned as a potential option for patients with adenocarcinoma who don't pursue amivantamab plus chemotherapy, the specific combination with atezolizumab is not addressed in these guidelines. To understand the efficacy of this specific combination, other clinical trials or research sources would need to be consulted. TERMINATE",lung_cancer_1,lung_cancer_1,TRUE,NO
What are the recommendations for 1st line therapy in patients with MET exon 14 skipping mutations?,Capmatinib or tepotinib are recommended as first-line therapies.,"Based on the pdf_viewer output, I can provide a clear answer regarding first-line therapy recommendations for patients with MET exon 14 skipping mutations:

The guidelines make two key recommendations:

1. Primary Recommendation:
- Capmatinib or tepotinib is recommended as the preferred first-line therapy
- This carries a strong recommendation despite low quality evidence

2. Alternative Recommendation:
- If capmatinib or tepotinib are not available, standard first-line therapy following nondriver alteration guidelines may be offered
- This also carries a strong recommendation with low quality evidence

These recommendations prioritize targeted therapy with either capmatinib or tepotinib as the optimal first-line approach, with standard therapy serving as a backup option when these targeted agents are not accessible.

TERMINATE",lung_cancer_1,lung_cancer_1,TRUE,YES
What is the treatment for KRAS G12C-mutated NSCLC as 1st line therapy?,Chemotherapy,"Based on the pdf_viewer output, I can provide a clear answer regarding first-line treatment for KRAS G12C-mutated NSCLC:

For patients with KRAS G12C-mutated NSCLC, KRAS G12C inhibitors (sotorasib and adagrasib) are not recommended as first-line therapy. Instead, these patients should receive standard first-line therapy following the nondriver alteration guideline. The KRAS G12C inhibitors sotorasib and adagrasib are only approved and recommended for use in the second-line setting, after patients have received prior chemotherapy and/or anti-PD-(L)1 therapy.

TERMINATE",lung_cancer_1,lung_cancer_1,TRUE,YES
What is the recommendation for RET rearrangement-positive NSCLC as 1st line therapy?,Selpercatinib or pralsetinib are recommended as first-line therapies.,"Based on the provided information, I can provide a clear answer regarding first-line therapy recommendations for RET rearrangement-positive NSCLC:

The primary recommendation follows a tiered approach:

1. First choice: Selpercatinib is the preferred first-line therapy, supported by high-quality evidence and a strong recommendation.

2. Second choice: If selpercatinib is not available, pralsetinib is recommended, backed by moderate-quality evidence and a strong recommendation.

3. Last resort: If neither selpercatinib nor pralsetinib are available, standard therapy following the nondriver alteration guideline may be used (low-quality evidence, weak recommendation).

TERMINATE",lung_cancer_1,lung_cancer_1,TRUE,YES
How should clinicians manage EGFR T790M resistance alterations in advanced NSCLC?,Osimertinib is the recommended treatment for EGFR T790M resistance alterations.,"Based on the pdf_viewer output, I can provide a clear guidance on managing EGFR T790M resistance alterations in advanced NSCLC:

The management approach should follow these key steps:

1. Primary Treatment:
- Osimertinib should be offered to patients who develop EGFR T790M resistance mutations after treatment with first- or second-generation EGFR TKIs (Strong recommendation with high-quality evidence)

2. Monitoring Requirements:
- Regular molecular testing using tissue and/or blood NGS testing is essential to detect new mutations and resistance mechanisms

3. Post-Progression Management:
For patients who progress after osimertinib or other EGFR TKIs without T790M:
- Consider platinum-based chemotherapy with or without amivantamab
- Avoid anti-PD-(L)1 agents with or without platinum chemotherapy, as these are not recommended

4. Decision Making:
- Ensure all biomarker results are available before making treatment decisions
- Individualize treatment choices based on both efficacy and toxicity profiles
- If targeted options are exhausted, follow the nondriver alteration guideline for standard therapy

TERMINATE",lung_cancer_1,lung_cancer_1,TRUE,YES
What is the first-line treatment for patients with stage IV NSCLC and PD-L1 TPS ≥50%?,Single-agent immunotherapy,"Based on the comprehensive information provided, I can formulate a clear answer:

The first-line treatment for patients with stage IV NSCLC and PD-L1 TPS ≥50% is single-agent immunotherapy with either pembrolizumab, cemiplimab, or atezolizumab as monotherapy. This is a strong recommendation backed by high-quality evidence from three phase III randomized trials (KEYNOTE-024, EMPOWER-Lung 1, IMpower110) that demonstrated significant improvements in both progression-free survival and overall survival compared to chemotherapy.

While there are other treatment options involving combinations of immunotherapy with chemotherapy or dual immunotherapy, these carry weaker recommendations and are generally considered secondary options due to their increased risk of side effects. The guidelines emphasize that single-agent immunotherapy is the preferred first-line approach for these patients given its favorable efficacy/toxicity profile, unless there are specific clinical circumstances that warrant considering combination therapy. TERMINATE",lung_cancer_4,lung_cancer_4,TRUE,YES
Should single agent pembrolizumab be used for stage IV squamous NSCLC and PD-L1 expression 32%?,Pembrolizumab plus carboplatin and paclitaxel (or nab-paclitaxel) is recommended as first-line therapy.,"After reviewing the pdf_viewer output, I can provide a clear answer to your question:

No, single agent pembrolizumab should not be the first choice for stage IV squamous NSCLC with PD-L1 expression of 32%. 

The preferred treatment approach for PD-L1 expression 1-49% (which includes 32%) is:

Strong recommendation:
- Pembrolizumab + carboplatin + paclitaxel (or nab-paclitaxel) OR
- Cemiplimab + carboplatin + paclitaxel

Single-agent pembrolizumab is only recommended for patients who are ineligible for combination therapy, and it is considered a weak recommendation in this setting.

This recommendation is based on strong evidence from the KEYNOTE-407 trial, which demonstrated superior overall survival with the combination approach compared to single-agent therapy.

TERMINATE",lung_cancer_4,lung_cancer_4,TRUE,YES
What is the recommended therapy for stage IV NSCLC with PD-L1 TPS of 0?,Pembrolizumab plus carboplatin and pemetrexed,"Based on the provided information, I can formulate a clear answer for therapy recommendations for stage IV NSCLC with PD-L1 TPS of 0:

The recommended therapy depends on the histologic subtype:

For Nonsquamous NSCLC:
First-line options include:
- Pembrolizumab or cemiplimab + carboplatin + pemetrexed (preferred)
- Atezolizumab + carboplatin + (nab)-paclitaxel ± bevacizumab
- Nivolumab + ipilimumab (with or without platinum chemotherapy)
- Durvalumab + tremelimumab + platinum-based chemotherapy

For Squamous NSCLC:
First-line options include:
- Pembrolizumab or cemiplimab + carboplatin + paclitaxel/nab-paclitaxel (preferred)
- Nivolumab + ipilimumab (with or without platinum chemotherapy)
- Durvalumab + tremelimumab + platinum-based chemotherapy

Treatment selection should be individualized based on:
1. Patient symptoms and need for rapid response
2. Toxicity profiles and patient comorbidities
3. Patient preferences after discussion of risks/benefits

All patients should be monitored closely for immune-related adverse events and should receive early integration of palliative care. TERMINATE",lung_cancer_4,lung_cancer_4,TRUE,YES
What are the options for patients with stage IV NSCLC with squamous histology and PD-L1 TPS ≥50%?,"Single-agent pembrolizumab, cemiplimab, or atezolizumab, or combination with chemotherapy, may be offered.","I have reviewed the output and can confirm that it comprehensively answers the question regarding treatment options for stage IV squamous NSCLC patients with PD-L1 TPS ≥50%. Let me provide a clear, organized final answer:

For stage IV squamous NSCLC patients with PD-L1 TPS ≥50%, there are two tiers of treatment options:

Strongly Recommended Options:
- Single-agent immunotherapy with either:
  • Pembrolizumab
  • Cemiplimab
  • Atezolizumab

Weakly Recommended Options:
1. Pembrolizumab + carboplatin + paclitaxel (or nab-paclitaxel)
2. Nivolumab + ipilimumab
3. Nivolumab + ipilimumab + two cycles of platinum-based chemotherapy
4. Durvalumab + tremelimumab + platinum-based chemotherapy

The choice between these options should be individualized based on:
- Need for rapid response in symptomatic patients
- Patient's tolerance for potential toxicities
- Smoking status
- Individual patient characteristics

The strongest evidence supports the use of single-agent immunotherapy, while combination approaches have moderate supporting evidence.

TERMINATE",lung_cancer_4,lung_cancer_4,TRUE,YES
What is the recommended adjuvant therapy for completely resected stage I-IIIA NSCLC with EGFR mutations?,Adjuvant osimertinib is recommended,"After reviewing the output, I can provide a clear answer to your question:

For completely resected stage I-IIIA NSCLC with EGFR mutations, the recommended adjuvant therapy varies by stage:

For Stage IB (3 < T ≤ 4 cm, N0M0):
- Adjuvant osimertinib alone is recommended for patients with sensitizing EGFR mutations (Ex19del or L858R)

For Stages IIA, IIB, and IIIA:
- A two-part approach is recommended:
1. Adjuvant cisplatin-based chemotherapy first
2. Followed by adjuvant osimertinib for patients with sensitizing EGFR mutations (regardless of PD-L1 status)

This recommendation is supported by strong evidence from clinical trials, particularly the Wu et al. trial, which showed significant improvement in disease-free survival with osimertinib (89% vs 52% at 24 months for stage IB-IIIA patients).

Important note: These recommendations are based on the 7th edition staging system, and treatment decisions should be individualized based on patient factors in consultation with a medical oncologist. TERMINATE",lung_cancer_5,lung_cancer_5,TRUE,YES
How should stage II-IIIA NSCLC patients with PD-L1 expression ≥1% be managed after surgery?,Adjuvant atezolizumab is recommended after cisplatin-based chemotherapy for patients with PD-L1 ≥1%.,"Based on the provided information, I can formulate a clear answer for the management of stage II-IIIA NSCLC patients with PD-L1 expression ≥1% after surgery:

The management should follow this sequence:

1. First, all patients should receive adjuvant cisplatin-based chemotherapy.

2. After completing chemotherapy, the treatment path diverges based on EGFR mutation status:
   - For patients with sensitizing EGFR mutations: Adjuvant osimertinib should be given (regardless of PD-L1 status)
   - For patients without sensitizing EGFR mutations: Adjuvant atezolizumab should be given (when PD-L1 ≥1%)

This recommendation carries high evidence quality and strong strength of recommendation, based on both evidence and panel consensus. It's worth noting that these recommendations are based on the 7th edition staging system used in the supporting studies.

TERMINATE",lung_cancer_5,lung_cancer_5,TRUE,YES
What is the adjuvant therapy for resected stage IIB-IIIA NSCLC without EGFR mutations or high PD-L1?,Cisplatin-based chemotherapy is recommended as the adjuvant therapy.,"After reviewing the pdf_viewer's output, I can provide a clear final answer:

For patients with resected stage IIB-IIIA NSCLC who do not have EGFR mutations or high PD-L1 expression, the recommended adjuvant therapy is cisplatin-based chemotherapy alone. This is a strong recommendation based on high-quality evidence and panel consensus.

TERMINATE",lung_cancer_5,lung_cancer_5,TRUE,YES
Should osimertinib be recommended for stage IB NSCLC with tumors ≥4 cm with EGFR mutation?,Adjuvant osimertinib may be considered,"After reviewing the information, I can provide a clear answer:

Yes, osimertinib should be recommended for stage IB NSCLC with tumors ≥4 cm with EGFR mutations (Ex19del or L858R). This is supported by a strong recommendation with high-quality evidence in the guidelines (Recommendation 1.2).

Key points to consider:
1. The recommendation specifically applies to patients with sensitizing EGFR mutations
2. A postoperative multimodality evaluation, including consultation with a medical oncologist, is required to assess individual benefits and risks
3. The benefits are particularly notable for patients with larger tumors
4. Clinical trial data showed significant improvement in disease-free survival at 24 months (89% vs 52%) for patients receiving osimertinib compared to placebo

Important note: Adjuvant cisplatin-based chemotherapy and/or atezolizumab are not recommended for routine use in this patient group.

TERMINATE",lung_cancer_5,lung_cancer_5,TRUE,YES
What is the recommended neoadjuvant therapy for resectable stage III NSCLC with N2 disease?,Neoadjuvant chemotherapy or concurrent chemoradiation,"Based on the provided information, I can formulate a clear answer to your question:

For resectable stage III NSCLC with N2 disease, there is a strong recommendation (with high-quality evidence) for patients to receive either:
1. Neoadjuvant chemotherapy alone, OR
2. Neoadjuvant concurrent chemoradiation

However, neoadjuvant chemotherapy alone is generally preferred because:
- There is no demonstrated significant survival benefit of adding radiation therapy
- Studies show high compliance rates (90%) with neoadjuvant chemotherapy
- It provides key benefits including:
  - Tumor size reduction
  - Increased operability
  - Early treatment of micrometastases
  - Ability to assess treatment efficacy

This recommendation is supported by meta-analyses showing a 13% reduction in death risk with preoperative chemotherapy compared to surgery alone, and evidence of improved mediastinal downstaging and R0 resection rates. TERMINATE",lung_cancer_6,lung_cancer_6,TRUE,YES
What is the management for stage III NSCLC that is medically inoperable?,Concurrent chemoradiation is recommended as the definitive therapy,"After reviewing the pdf_viewer output, I can provide a clear answer regarding the management of medically inoperable stage III NSCLC:

The standard management consists of the following key components:

1. Primary Treatment:
- First choice: Concurrent chemoradiation therapy with:
  * Radiation dose of 60 Gy (up to 70 Gy in select cases)
  * Platinum-based doublet chemotherapy using one of these regimens:
    - Cisplatin plus etoposide
    - Carboplatin plus paclitaxel
    - Cisplatin plus pemetrexed (for non-squamous)
    - Cisplatin plus vinorelbine

2. Alternative Approach:
- For patients who cannot tolerate concurrent therapy: Sequential chemotherapy followed by radiation therapy is recommended over radiation alone

3. Consolidation Therapy:
- After completing concurrent chemoradiation without disease progression, patients should receive durvalumab for up to 12 months

The treatment selection should be individualized based on:
- Patient's performance status
- Ability to tolerate concurrent therapy
- Radiation dose constraints to critical organs
- Multidisciplinary team assessment

TERMINATE",lung_cancer_6,lung_cancer_6,TRUE,YES
What is the evidence-based radiation dose for stage III NSCLC treated with chemoradiation?,A dose of 60 Gy in conventional fractionation is recommended for concurrent chemoradiation.,"After reviewing the provided information, I can provide a clear evidence-based answer regarding radiation dose for stage III NSCLC treated with chemoradiation:

The standard evidence-based radiation dose is 60 Gy given with concurrent chemotherapy. This is supported by Level 1 evidence and carries a strong recommendation. This dose was established by RTOG 7301 and definitively validated in RTOG 0617, which demonstrated:
- Superior median survival with 60 Gy (28.7 months) compared to 74 Gy (20.3 months)
- Better 5-year overall survival rates (32.1% vs 23%) favoring 60 Gy

While 60 Gy is the standard, doses between 60-70 Gy may be considered for selected patients with careful attention to normal tissue constraints (heart, lungs, and esophagus). However, doses above 70 Gy are not recommended outside of clinical trials due to evidence of increased toxicity without survival benefit.

Important note: If concurrent chemotherapy cannot be given, alternative fractionation schemes using 2.15-4 Gy per fraction may be considered. TERMINATE",lung_cancer_6,lung_cancer_6,TRUE,YES
What is the length of consolidation immunotherapy for patients with stage III NSCLC finished chemoradiation?,Consolidation durvalumab for up to 12 months is recommended,"Based on the comprehensive information provided, I can provide a clear answer to your question:

For patients with stage III NSCLC who have completed concurrent chemoradiation, the recommended length of consolidation immunotherapy is up to 12 months (1 year) with durvalumab. This recommendation is well-supported by the PACIFIC trial, which demonstrated significant survival benefits including improved progression-free survival and overall survival with this duration of treatment. TERMINATE",lung_cancer_6,lung_cancer_6,TRUE,YES
"For patients with resected stage III NSCLC and EGFR mutation, should adjuvant chemotherapy still be offered?","Yes, platinum-based chemotherapy should be offered before osimertinib","Based on the pdf viewer's output, I can provide a clear answer to your question:

Yes, adjuvant chemotherapy should still be offered to patients with resected stage III NSCLC and EGFR mutation. Specifically:

1. Cisplatin-based chemotherapy is recommended as the FIRST treatment for these patients.

2. After completing chemotherapy, these patients should then receive adjuvant osimertinib if they have sensitizing EGFR mutations (Ex19del or L858R).

3. These patients should NOT receive adjuvant atezolizumab, even if they have PD-L1 ≥ 1%.

This recommendation is supported by high-quality evidence and has a strong strength of recommendation from the ASCO guideline panel. The sequential approach of chemotherapy followed by osimertinib has shown significant disease-free survival benefit (HR 0.17, p<0.001) in clinical trials, although overall survival data is still immature.

TERMINATE",lung_cancer_6,lung_cancer_5,FALSE,YES
What is the maximum course of adjuvant pembrolizumab for resected stage IIB or IIC melanoma?,Adjuvant pembrolizumab is given as 200 mg every 3 weeks for a maximum of 15 courses.,"Based on the provided information, I can provide a clear answer:

The maximum course of adjuvant pembrolizumab for resected stage IIB or IIC melanoma is 52 weeks (approximately 1 year). This consists of pembrolizumab 200 mg administered intravenously once every 3 weeks for a total duration of 52 weeks. TERMINATE",melanoma_cancer_1,melanoma_cancer_1,TRUE,YES
What is the recommended therapy for resectable stage IIIB-IV cutaneous melanoma?,"Neoadjuvant pembrolizumab is recommended, followed by resection and adjuvant pembrolizumab.","Based on the provided information, I'll formulate a clear answer to your question about recommended therapy for resectable stage IIIB-IV cutaneous melanoma:

The recommended therapy consists of both neoadjuvant and adjuvant approaches:

Neoadjuvant Therapy:
- First-line recommendation is pembrolizumab: 3 courses of 200 mg every 3 weeks before resection
- Where possible, patients should be offered enrollment in clinical trials

After Resection (Adjuvant Therapy):
1. For patients who received neoadjuvant pembrolizumab:
- Continue with adjuvant pembrolizumab for up to 15 courses (200 mg every 3 weeks)

2. For stage IV disease, several options are available:
- Nivolumab monotherapy
- Nivolumab plus ipilimumab followed by nivolumab
- Pembrolizumab monotherapy
- Dabrafenib plus trametinib (specifically for BRAF V600E/K mutations)

The specific choice of adjuvant therapy should be individualized based on:
- Patient preferences
- Toxicity profiles
- Tolerance to combination vs. single-agent therapy
- Presence of brain metastases
- BRAF mutation status

TERMINATE",melanoma_cancer_1,melanoma_cancer_1,TRUE,YES
